event_id,start_sample,end_sample,duration_sec,start_time_min,kmeans_cluster,dbscan_cluster,is_anomaly,anomaly_score,pca_1,pca_2,pca_3,peak_acceleration,rms_acceleration,energy,dominant_freq,spectral_centroid
112,309392,311243,18.51,51.565333333333335,2,-1,1,-0.5798692218385009,8.601667872210022,1.3688073103889513,0.0,13.45185585827532,2.731044294700412,13805.874041228606,1.2445887445887447,16.00858288345811
113,311588,311925,3.37,51.931333333333335,0,-1,0,-0.40874476374231483,-2.0249489259130726,-3.0491217824263614,0.0,1.8391044468411955,0.7622028833074461,195.7812403035761,1.1976047904191616,16.285320013803506
114,312105,312406,3.01,52.017500000000005,4,-1,0,-0.3554620435495044,-1.813835619296545,1.1630134601287356,0.0,2.702429265695462,0.7582647960473169,173.06461577832843,1.342281879194631,20.153070182663228
115,316417,316976,5.59,52.73616666666667,4,-1,0,-0.4248432095757135,-0.40558443980715114,2.0588369322439797,0.0,4.3163022378786025,0.9405553669141993,494.5162186111872,1.2589928057553956,20.739591179497488
116,319473,319804,3.31,53.2455,0,-1,0,-0.3983769114722258,-0.4573486938366852,-0.11127281187279144,0.0,3.7563077607841064,1.1326888765223984,424.66773412019666,1.2195121951219512,19.230856105247543
117,326034,326381,3.47,54.339000000000006,0,-1,0,-0.37484032188472255,-1.3715042275498988,-0.09116673200240112,0.0,3.219646386901701,0.8378791450531716,243.60838721511675,1.4534883720930234,18.517514673289163
118,330580,330794,2.14,55.09666666666667,5,-1,0,-0.4612001519667185,-0.8422693095739112,2.856215978287073,0.0,3.577420636156638,1.105111032926221,261.35186455038547,16.037735849056602,19.867581023829796
119,332849,333056,2.07,55.47483333333333,4,-1,0,-0.3679718310353582,-2.4266325849986776,2.02474425250196,0.0,2.227989500379208,0.7622962441572408,120.2867817182408,1.4705882352941175,21.25932602412081
120,340875,341253,3.78,56.8125,0,-1,0,-0.3699780744793307,-1.7904097528022993,-1.1001797737591672,0.0,2.437987429289752,0.7999549234984554,241.89273849992063,1.3297872340425532,19.006708902313907
121,341848,342236,3.88,56.974666666666664,4,-1,0,-0.3539560990272235,-1.476178485352128,1.0006726555321463,0.0,2.7614057365137428,0.8043549496027461,251.03091136076924,1.2953367875647668,18.29820704877194
122,342405,342530,1.25,57.0675,0,-1,0,-0.47932521804975603,-2.9343039923365257,-3.4736124584876564,0.0,1.854659848983165,0.6637983586108477,55.07853261180695,1.639344262295082,16.689900728834502
123,345529,346294,7.65,57.588166666666666,4,-1,0,-0.37798593339495334,-1.4434555397180984,0.38840164225027474,0.0,2.8307613333636885,0.756895272108965,438.2611964997917,1.3123359580052494,19.77475164102024
124,350046,350320,2.74,58.341,4,-1,0,-0.3760273903118071,-2.0284120049078425,1.4096652042644686,0.0,2.869649838716885,0.7390253470483839,149.64741902091566,1.4705882352941178,19.359939094764226
125,351871,352027,1.56,58.64516666666667,0,-1,0,-0.4286914325824407,-2.645296218212472,-1.357023010819162,0.0,1.7580822983852042,0.6838439736416569,72.95224252461774,1.2987012987012987,18.783779245984572
126,354159,355891,17.32,59.026500000000006,2,-1,0,-0.5630813264695593,11.933736929394463,1.0923741400824327,0.0,19.000601859475577,3.103457044106896,16681.663821836144,1.0982658959537572,16.739491149923833
127,356451,356617,1.66,59.408500000000004,0,-1,0,-0.4561250163744255,-2.402633334234643,-3.890591981062693,0.0,1.6375279317888263,0.7587440755352196,95.56496697852597,2.4390243902439024,16.12710102031752
128,356879,357661,7.82,59.47983333333333,0,-1,0,-0.3859814261681777,-0.9287654491884548,-1.039087117105798,0.0,2.869649838716885,0.8889018597640329,617.89457574031,1.282051282051282,17.43971196713979
129,358312,359297,9.85,59.718666666666664,4,-1,0,-0.38223527277747443,-0.8496234025215824,0.9490511846245218,0.0,3.0452918255964834,0.8880811962056054,776.8578878881694,1.4256619144602851,19.116346755138522
