time,03067802_z,03067806_z,03067807_z,03067809_z,0306780C_z,0306780D_z,0306781A_z,03067820_z,03067826_z,0306782A_z,0306782E_z,03067831_z,03067833_z,03067834_z,03067836_z,0306783A_z,0306783C_z,0306783E_z,0306783F_z,03067842_z,03067848_z,0306784E_z,03067852_z,03067854_z,03067865_z,03067873_z,03067878_z,0306787C_z,03067884_z,03067886_z,03067888_z,0306788A_z,03067897_z,0306789F_z,030678A3_z,030678A9_z,030678AD_z,030678B0_z,030678B2_z,030678BD_z,030678C4_z,030678CB_z,030678D1_z,030678D7_z,030678D8_z,030678E1_z,030678E2_z,030678E4_z,030678E7_z,030678E9_z,030678EA_z,030678EC_z,030678F0_z,030678F3_z,030678F6_z,03067918_z,0306791E_z,03067921_z,03067923_z,03067938_z,03067939_z,0306794B_z,0306794D_z,03067952_z,03067954_z,03067958_z,0306795C_z,03067971_z,03067973_z,03067974_z,03067977_z,03067978_z,03067979_z,0306797B_z,0306797F_z,0306798B_z,0306798D_z,030679A2_z,030679B7_z,030679BA_z,030679BC_z,030679CB_z,030679CD_z,030679CE_z,030679D3_z,030679D6_z,030679F7_z,030679FB_z,03067A1B_z,03067A24_z,03067A30_z,03067A32_z,03067A37_z,03067A46_z,03067A5A_z,03067A5D_z,03067A79_z,03067A7D_z,03067AB3_z,03067AB4_z,03067AB8_z,03067AB9_z,0306807F_z,030680B5_z,030680D0_z,03068174_z
2024-07-07 01:00:00,1.007728468362069,1.009113901440678,1.010652593898305,0.9943304999152544,1.0080997531355933,0.9943550550862069,0.9966810570338982,1.0034964800833333,1.0038457516949153,1.0002317131666667,1.0008050503448276,1.0018461922033897,1.0119030118421053,1.0049484396551724,0.9999019685,1.0076309558474577,1.0024159760344826,1.013904185,0.9982359057627118,1.0018855331896552,0.9897704486206896,0.9929539514035088,0.9937406161206896,0.9982878042241379,0.9984744119491525,1.0135245105172415,1.0035716783333333,0.9973920652499999,1.0141196539166668,1.0142752273728814,1.0099928073728814,1.0055752449122806,0.9992550810169492,0.9929459229824562,1.011183727327586,1.0138832356666667,1.0100190696551725,1.003034218559322,1.0120878755932203,1.0088359646551723,1.0133550360169492,1.0107544905932204,1.0143114846610168,0.9963693079310344,1.0057506104237288,1.0120118335833335,1.0112417307627117,1.0048237738135593,0.9910463835344827,0.9933145402542374,1.0016166387068965,0.9985673100847458,1.0055042969491526,0.9997272877966101,0.9947816801724138,1.0002209989655173,0.9927481489830509,1.0039470206034482,1.0049416426724138,1.0094305861864408,1.0041122588793103,1.009805172,1.0029435725,1.0167960401724137,1.0111453225,1.0128623318644068,1.0149955931034482,1.0040143390677965,0.9918461912068965,0.9969080692372881,1.010172939913793,0.9963652978947368,1.008920470338983,0.9961343956896551,0.9936031883333334,1.000012279237288,0.9945845684166668,1.0059533723728813,0.9924332469827586,1.003399579,0.9915862792500001,1.0096129315517242,0.9952378565517241,1.0076358683050848,1.0102183934210527,0.9956274975,1.00240835779661,1.0046571823333335,0.997022565,1.00545180775,1.0006679950000001,1.0108524945762711,0.9916182261403509,0.9967455230000001,1.0126560331355932,1.0113634893333332,0.9948893001694915,1.0101809840677967,1.0022183980508474,1.012628901810345,1.0115191983333334,1.0003382644827585,-1.0413960212068967,-1.014586016637931,-1.0087157724576272,-1.0249277822881355
2024-07-07 01:01:00,1.0077182744166666,1.00910123625,1.0106591623333334,0.9943225923333333,1.0080946339166668,0.99435309625,0.9966704831666666,1.0034965734166668,1.0038429789166667,1.00023081925,1.0007977344166668,1.0018410184166668,1.0118977284166668,1.0049366645,0.9999085372500001,1.0076361611666667,1.0024165991666667,1.0139063447499999,0.9982335580833333,1.0018784780833332,0.9897702527500001,0.992959804,0.9937421613333333,0.9982881470833332,0.9984771310833334,1.0135258976666668,1.0035695761666665,0.997390543,1.0141181480833334,1.0142671765,1.0099958553333332,1.0055735610833334,0.9992476330833333,0.9929459718333332,1.0111859063333333,1.0138813085,1.0100088950833332,1.003030237,1.0120864230833333,1.008841728,1.0133570720833334,1.0107629738333332,1.0143094995833333,0.9963670891666667,1.0057528844166665,1.0120140755833333,1.0112354170833333,1.0048217310833334,0.9910473483333333,0.9933072505833334,1.0016114723333334,0.99857208775,1.0055034493333332,0.9997291158333335,0.9947728634166666,1.0002253071666667,0.9927435199166667,1.0039450188333334,1.0049413928333333,1.0094258629166668,1.0041115091666668,1.0098086745833332,1.0029376191666668,1.0168011718333334,1.0111463429166667,1.01286342575,1.01498813225,1.0040131823333334,0.9918335670833334,0.9969135017499999,1.0101706768333334,0.99636417525,1.0089166295833334,0.9961382066666666,0.9936049686666667,1.000010548,0.9945913055,1.0059544705833334,0.9924364396666666,1.00339845275,0.9915806630833334,1.0096106383333334,0.9952330248333333,1.0076314545,1.0102144620833333,0.9956295008333333,1.002403666,1.0046619490833333,0.9970219481666667,1.0054529426666667,1.00067189575,1.0108605255833332,0.9916283650000001,0.9967437871666666,1.0126508034166666,1.01135199725,0.9948869608333333,1.0101801514166666,1.0022156718333335,1.0126272680833335,1.0115262493333332,1.0003353320833333,-1.0413938421666666,-1.0145850286666667,-1.0087182314166667,-1.0249280635833333
2024-07-07 01:02:00,1.0077119118333333,1.0091105494166666,1.0106542597500001,0.9943245375833334,1.0081046436666667,0.9943475689166666,0.9966735059166667,1.00349277575,1.0038350549166666,1.0002240046666668,1.0007912904166667,1.0018395313333335,1.0118976259999999,1.0049381360833334,0.9999090221666667,1.007634578,1.0024118285833332,1.013910205,0.99823841925,1.0018758002500001,0.9897675874166666,0.99296225675,0.9937385758333334,0.9982865085,0.9984758715,1.0135296520833335,1.0035721299166667,0.9973866840833333,1.0141139728333333,1.0142699195833333,1.0099973525000001,1.0055735358333333,0.99925153075,0.9929486629166666,1.011186373,1.013878086,1.0100091401666667,1.0030297545,1.0120841375833334,1.0088368489166666,1.0133535594166667,1.0107612458333333,1.01430814875,0.99636903525,1.00574246675,1.0120176219166666,1.0112351751666666,1.0048178315,0.9910499685833334,0.99330644125,1.0016114999999999,0.9985706365833333,1.00551090875,0.9997306526666666,0.9947751315833334,1.0002268820833333,0.9927434723333334,1.0039421075833335,1.0049293347500001,1.0094236258333333,1.0041138480833334,1.0098017599166667,1.0029392834166666,1.0168087306666667,1.01114960525,1.0128662863333333,1.01499043575,1.0040187515833332,0.9918315858333334,0.99691257825,1.0101701425833334,0.9963679675833333,1.0089225693333332,0.9961350804166667,0.9936090500833333,1.0000131401666665,0.9945959934999999,1.0059626408333333,0.9924316999999999,1.00339881775,0.9915764014166666,1.0096069396666667,0.9952394397500001,1.0076292113333334,1.0102103404166667,0.9956271623333334,1.0023971979166666,1.0046639419166665,0.99702044975,1.0054605374999999,1.000670755,1.0108565986666667,0.9916325055833333,0.9967404351666668,1.0126447759166668,1.0113511916666666,0.9948858341666668,1.0101839055000001,1.0022158671666666,1.0126315217500002,1.0115294279166667,1.0003314085000001,-1.0413865312500001,-1.01457998425,-1.0087208653333333,-1.024931085
2024-07-07 01:03:00,1.0077116256666667,1.0091145191666666,1.0106509710833333,0.9943245420833333,1.0081017649166666,0.9943467715833334,0.9966682265,1.0034924420833333,1.0038356373333333,1.0002250566666666,1.0007961130833334,1.0018355899166667,1.0119003715833335,1.0049411944166666,0.9999099129166666,1.007636596,1.0024089964166667,1.0139100948333333,0.9982349675833334,1.0018714043333332,0.9897663295000001,0.9929580781666667,0.9937448224166666,0.9982903041666666,0.9984737920833333,1.0135306543333333,1.0035764967499998,0.9973798800833333,1.0141199461666666,1.0142690008333335,1.0099969425833333,1.005573762,0.9992495048333333,0.9929480285,1.0111810347499999,1.0138787361666668,1.0100138845,1.0030330444166666,1.0120790290833332,1.0088320684166667,1.0133533838333333,1.01075946175,1.0143091831666666,0.9963702388333333,1.0057489214166666,1.0120171056666667,1.0112372530833333,1.0048134688333332,0.9910451289166667,0.9933012688333334,1.0016088318333334,0.9985703468333332,1.0055055847499998,0.9997256975000001,0.994769435,1.0002285111666667,0.9927416245833333,1.0039462471666667,1.0049371831666667,1.0094138281666667,1.00411216825,1.0098022659166666,1.00294272,1.0168111628333332,1.0111474445833335,1.0128662583333332,1.0149947584166665,1.004012767,0.9918274279166667,0.9969157874999999,1.0101660791666667,0.9963555835833334,1.0089223235,0.9961386213333333,0.9936023026666667,1.0000160653333334,0.9945860315833334,1.0059629456666666,0.9924277065,1.0034062564166668,0.9915728838333333,1.0096032736666667,0.9952380423333334,1.0076313725,1.0102134115833334,0.9956168793333333,1.00240322175,1.00466128625,0.9970163246666666,1.0054595134166666,1.0006617084166667,1.010857167,0.9916283971666666,0.9967445829166667,1.0126431304166668,1.0113446115833333,0.9948802421666666,1.0101853539166668,1.0022094805833333,1.0126307724999999,1.0115273146666666,1.0003319369166668,-1.0413913645,-1.01458122075,-1.0087206822500001,-1.0249269788333333
2024-07-07 01:04:00,1.0077121544166667,1.0091076009166666,1.01065945725,0.9943370306666667,1.0080931866666667,0.99435760325,0.9966678230833332,1.0034920435,1.0038463545833334,1.0002318040833333,1.000794022,1.0018395985833335,1.0118950593333333,1.0049446755833333,0.999911579,1.0076358644166667,1.0024109098333334,1.0139076639166666,0.9982317891666667,1.0018692926666666,0.9897666220833333,0.9929576929166666,0.9937483487500001,0.9982881710833333,0.9984800489166668,1.01354036825,1.0035676040833335,0.9973856497499999,1.0141234685833334,1.0142645204166667,1.0099953026666666,1.0055776005833332,0.9992477401666666,0.992944404,1.0111824226666666,1.0138813834166667,1.0100148392500001,1.0030268828333333,1.0120837911666667,1.00883051025,1.0133576895,1.0107618554166666,1.0143062495833333,0.9963684173333333,1.0057387645833333,1.0120218445,1.0112384111666668,1.0048266772499999,0.9910458013333333,0.9933081049166667,1.001609786,0.9985711043333334,1.0054992750833334,0.9997198284166667,0.9947654131666667,1.0002278750833333,0.9927399316666666,1.0039570260833335,1.0049402550833333,1.0094222234166668,1.00410939925,1.0098040715833334,1.002942159,1.0168121063333333,1.0111483700000001,1.0128681731666667,1.0149951445,1.0040016848333333,0.9918227365833333,0.9969119214166667,1.0101760940833333,0.996363726,1.0089230903333333,0.9961329225,0.9936020002499999,1.000016662,0.9945924900833334,1.0059580190833333,0.9924265951666666,1.0034025134166666,0.9915731953333334,1.0096046205,0.9952395572499999,1.0076416816666667,1.01021567525,0.9956235750000001,1.0024051474166666,1.004666334,0.997011619,1.0054583758333333,1.0006678264166666,1.0108536833333333,0.9916283631666667,0.9967325544166666,1.01265094975,1.0113524868333335,0.9948838502499999,1.0101852846666668,1.002210308,1.0126269516666666,1.0115352615,1.00032950175,-1.0413891966666666,-1.0145836533333332,-1.0087215694166667,-1.0249304176666667
2024-07-07 01:05:00,1.0077091886666667,1.0091063715833335,1.01065221125,0.994324149,1.0080972934999999,0.9943554083333334,0.9966713445833334,1.0034949493333334,1.0038401420833334,1.0002271906666667,1.0008001895833332,1.0018399211666666,1.0119090146666667,1.0049363214166667,0.9999123688333335,1.0076342630833333,1.0024129434166666,1.0139077395,0.9982348428333333,1.00186926125,0.9897700438333333,0.9929645965,0.99374660375,0.9982837284166667,0.9984776726666668,1.0135330446666666,1.0035641468333334,0.9973885030833334,1.0141194900833335,1.0142583299166665,1.0099955604166666,1.00557992675,0.9992464140833334,0.9929522258333333,1.01118051725,1.01388144675,1.0100101234166667,1.003025292,1.0120799658333333,1.0088331651666667,1.0133480745833334,1.0107622665,1.01430237475,0.9963680401666667,1.0057521759166665,1.0120180586666667,1.01123649375,1.0048341595,0.9910398619999999,0.9933031832500001,1.0016121976666668,0.9985671937499999,1.0055061814166668,0.9997190229166666,0.9947604815,1.0002252865,0.9927410171666667,1.0039576975,1.0049404141666667,1.0094315880833333,1.0041105321666668,1.00980049225,1.0029498715,1.0168119719166666,1.01114970625,1.012870355,1.0149945470833333,1.0040056554166668,0.9918296618333333,0.9969143640833332,1.0101676056666666,0.9963540364166666,1.0089216533333334,0.99613925275,0.9935989685833333,1.0000078988333334,0.9945881803333333,1.0059699844166667,0.9924301025833333,1.0033973086666668,0.991572816,1.0096007915,0.995235068,1.007640411,1.0102169560833332,0.9956281971666667,1.0024080767499999,1.004669804,0.99701267775,1.0054569745,1.0006726965,1.010861405,0.9916354944166667,0.99672737475,1.0126356408333332,1.0113520625833332,0.9948851730833334,1.0101792513333334,1.0022180238333334,1.012631101,1.01153710625,1.00032906275,-1.0413967477500001,-1.0145816518333333,-1.0087184106666667,-1.0249316519166667
2024-07-07 01:06:00,1.0077136486666667,1.0091057923333333,1.0106470696666667,0.99433034425,1.0080944690833333,0.9943535401666667,0.99666960675,1.0034851078333333,1.0038368006666667,1.00022294925,1.0007986539166667,1.001845405,1.0119102449166666,1.0049291035833334,0.9999084153333333,1.0076410205833335,1.0024139553333333,1.0138995310833334,0.9982368402499999,1.0018677481666667,0.9897785826666666,0.992955496,0.99374088275,0.9982914543333333,0.9984795308333334,1.0135448055,1.0035614084166666,0.9973879767499999,1.0141231241666666,1.0142649141666666,1.0099982604166666,1.0055820588333333,0.9992473580833333,0.992954201,1.0111821528333333,1.0138790040833334,1.0100049856666666,1.0030275405833333,1.0120831034166666,1.0088301175833334,1.0133502691666667,1.0107537180833333,1.0143087821666665,0.9963662954166667,1.0057465855833334,1.0120163656666668,1.0112376744166667,1.0048289980833334,0.9910417489166666,0.9933037168333334,1.0016126415833333,0.9985587529166667,1.0055024501666667,0.999709804,0.9947555134999999,1.0002322600833333,0.9927409558333333,1.00396011075,1.0049444836666666,1.0094204390833335,1.0041085541666666,1.0098061574166666,1.0029475698333334,1.0168102005833333,1.0111413760833334,1.0128653734166666,1.0149912425833332,1.003999763,0.9918308243333332,0.9969193221666666,1.010170313,0.9963592291666667,1.008924044,0.9961379465833333,0.9936014599166666,1.0000014160833333,0.9945946238333333,1.0059630993333333,0.9924309058333334,1.0034050684166667,0.9915785416666666,1.0096048779166666,0.9952374465,1.0076398635833335,1.010222752,0.9956266374166667,1.002412301,1.0046709285833333,0.9970152491666666,1.0054593715,1.0006729279166666,1.010857156,0.9916415178333333,0.9967238888333333,1.0126354821666668,1.0113479655,0.9948777615833333,1.0101775731666667,1.0022170482500001,1.0126313459166667,1.0115362643333332,1.0003322790833333,-1.0413933579999999,-1.0145796028333331,-1.0087159955833334,-1.02493521525
2024-07-07 01:07:00,1.00771867225,1.0091077870833334,1.0106490794166667,0.9943186004166668,1.0080902155833333,0.9943478042499999,0.9966677934166668,1.0034860153333334,1.0038457862499999,1.0002207908333334,1.0007921855,1.0018368804166666,1.0119057746666666,1.0049275876666668,0.9999101619999999,1.0076577869999999,1.00241247875,1.0139103075,0.9982329095,1.0018582429166667,0.9897747760833333,0.992944217,0.9937423488333333,0.9982949868333334,0.9984833070833333,1.0135351381666666,1.0035635378333334,0.99739409575,1.014116989,1.01425977075,1.0099902954166666,1.005581614,0.9992502646666667,0.9929537855,1.0111841655,1.0138859094166668,1.0100033951666667,1.0030243061666666,1.0120837021666667,1.0088322303333332,1.013349591,1.0107589823333334,1.01430149475,0.9963647345,1.0057477210833334,1.0120144915,1.0112377381666666,1.0048266553333334,0.9910442294166666,0.9933116500833333,1.0016025798333335,0.9985599764166667,1.0055014182500002,0.9997161901666667,0.9947625389166667,1.0002256859166667,0.992738168,1.0039544012500001,1.0049365908333332,1.0094249283333334,1.0041110613333333,1.0098171859166667,1.002954993,1.0168138843333332,1.0111475301666666,1.0128662725000002,1.0149891205000001,1.0040077455833332,0.991832847,0.9969164315,1.01017370825,0.99637314925,1.0089208193333334,0.9961453665833333,0.9936009814166668,0.9999959351666666,0.99459818675,1.0059563795000002,0.99243779375,1.0034109786666667,0.9915846961666667,1.0096026994166667,0.9952409138333334,1.0076388916666665,1.0102279496666666,0.9956226121666667,1.0024150746666667,1.0046717284166666,0.9970104470833333,1.0054549799166665,1.0006631116666667,1.0108559776666666,0.9916295903333333,0.9967329570833334,1.01263970525,1.0113568581666668,0.9948833604166666,1.0101788681666668,1.0022077765833333,1.0126324555833333,1.0115335000833334,1.0003315974166667,-1.04138523875,-1.0145779188333333,-1.0087278023333333,-1.0249419280833334
2024-07-07 01:08:00,1.0077159431666667,1.0091083013333333,1.0106505680833333,0.9943264645833333,1.0080908344166668,0.9943530038333334,0.99667580625,1.0034888361666667,1.003846722,1.0002251491666665,1.0008019258333334,1.0018338629166665,1.0118948595,1.0049546055833334,0.9999134474166668,1.0076387969166667,1.0024071143333333,1.0139049406666667,0.9982355236666667,1.00185477475,0.98977530025,0.9929438032500001,0.9937437745000001,0.9982891804999999,0.9984901878333333,1.0135326931666666,1.0035702621666667,0.9973860198333333,1.01412217325,1.0142682732500001,1.00998838575,1.00558732775,0.9992533939166667,0.9929524538333333,1.0111727465,1.0138843536666666,1.0100093908333334,1.0030242829166667,1.01208048675,1.00884088425,1.0133474671666667,1.0107591673333334,1.01429840925,0.9963665027499999,1.0057498382499999,1.0120208974166667,1.0112321515833333,1.0048351484166667,0.9910444479999999,0.9933078048333334,1.0016107765,0.9985649466666667,1.0055006981666668,0.9997208206666666,0.9947639358333332,1.0002309883333333,0.9927303855833334,1.0039599020833332,1.0049423451666666,1.00942463625,1.0041013629166666,1.00981236975,1.0029409395,1.0168094250833333,1.0111476525833334,1.0128614909166667,1.014989346,1.0040163644166666,0.99183020375,0.9969208145833333,1.0101754714166666,0.9963683631666667,1.0089148132499999,0.9961397875833333,0.9936083729166667,0.9999994880833333,0.9945960048333333,1.0059543286666668,0.9924335335000001,1.00340106975,0.9915776103333332,1.0095956455833335,0.9952332633333334,1.0076343684166666,1.010225015,0.99562202575,1.0024057760833334,1.0046714596666668,0.9970087765833333,1.0054639059166666,1.000665368,1.01085477175,0.9916290925833333,0.9967306973333333,1.0126367611666667,1.0113558428333334,0.9948942709999999,1.0101771464166667,1.0022101960833334,1.0126371606666666,1.0115281930833333,1.0003251564166666,-1.0413856435833333,-1.0145811585,-1.0087154787500001,-1.02493471275
2024-07-07 01:09:00,1.0077172085000001,1.0091052274166668,1.0106587865,0.9943207985000001,1.00809656325,0.9943553471666667,0.9966743288333334,1.0034872039166667,1.0038523125833334,1.000228587,1.0007968930833333,1.0018257219166666,1.01190067375,1.0049390085833334,0.99991172625,1.0076397748333334,1.0024104363333333,1.0139063054166666,0.9982366360833334,1.0018579645833334,0.9897764404999999,0.9929485038333334,0.993744408,0.9982908696666667,0.9984878805833334,1.0135271136666666,1.0035665606666666,0.9973899755000001,1.0141185125,1.0142673865,1.0099908445833332,1.0055814115,0.9992543578333333,0.9929481625,1.0111868901666667,1.0138885956666666,1.0100103638333333,1.0030333075,1.0120782422499999,1.0088299165,1.0133523995,1.0107538330833332,1.0143026331666667,0.9963630817500001,1.0057515569166666,1.0120212373333333,1.0112352676666667,1.0048347690833332,0.9910430611666667,0.9933079028333334,1.0016064574166668,0.9985640850833334,1.0055062695833334,0.9997203774166666,0.9947749073333333,1.000222358,0.9927335943333333,1.0039582606666666,1.0049399595,1.0094347075833332,1.00410965325,1.009805486,1.0029441758333335,1.0168038278333333,1.0111475558333334,1.0128586381666667,1.0149890761666667,1.00401384975,0.99181919525,0.9969159745833334,1.0101739076666667,0.9963633365833333,1.0089177270833334,0.9961396311666667,0.9936016200833333,0.9999980730000001,0.9945967356666666,1.0059644482499999,0.99243343825,1.0034140106666667,0.99158110725,1.00960580175,0.9952317370000001,1.0076355515,1.010215497,0.9956219639999999,1.0024096070000001,1.0046729193333335,0.9970030593333332,1.00546916525,1.0006652683333332,1.01085833275,0.9916294663333333,0.99672922325,1.012642528,1.0113578693333334,0.99488898525,1.0101861236666667,1.0022165555,1.0126302428333334,1.0115251570000001,1.0003292389166667,-1.0413907496666668,-1.01457478,-1.008714709,-1.0249345011666666
